drug,7_days,7_days_min,7_days_max,14_days,30_days
Larin Fe 1.5-30 Tablet,19212,5564,32767,38384,85519
Larissia-28 Tablet,0,0,17737,0,0
Latanoprost 0.005% Eye Drops,0,0,0,0,0
Latisse 0.03% Eyelash Solution,3743,1781,5684,7133,13643
Layolis Fe Chewable Tablet,3266,3261,3275,14390,21503
Leena 28 Tablet,0,0,0,0,9032
Lessina-28 Tablet,0,0,0,0,0
Leucovorin Calcium 5 Mg Tab,0,0,0,0,0
Levetiracetam 500 Mg Tablet,0,0,0,0,0
Levetiracetam 750 Mg Tablet,11352,11352,11352,30334,56295
Levitra 2.5 Mg Tablet,0,0,0,0,0
Levitra 20 Mg Tablet,0,0,0,575,1709
Levocetirizine 5 Mg Tablet,0,0,0,0,0
Levonest-28 Tablet,1431,0,2854,3598,7713
Levono-E Estrad 0.10-0.02-0.01,0,0,4229,0,0
Levono-E Estrad 0.15-0.03-0.01,35238,14901,55498,97834,349258
Levonor-Eth Estra 0.09-0.02 Mg,0,0,1612,0,0
Levonor-Eth Estrad 0.1-0.02 Mg,111644,78557,143763,319441,1051332
Levonor-Eth Estrad 0.15-0.03,1953,0,11320,2419,1756
Levonorgestrel-Eth Estrad 0.15 Mg-0.03 Mg Tablet,2252,0,7601,4836,10166
Levora-28 Tablet,1386,0,3642,3192,7130
Levothyroxine 100 Mcg Tablet,43424,43413,43433,132245,187092
Levothyroxine 112 Mcg Tablet,4357,4350,4368,16373,61515
Levothyroxine 137 Mcg Tablet,9638,9549,9729,43525,258360
Levothyroxine 150 Mcg Tablet,0,0,0,0,0
Levothyroxine 175 Mcg Tablet,20833,20804,20856,60017,134986
Levothyroxine 200 Mcg Tablet,0,0,0,0,21292
Levothyroxine 25 Mcg Tablet,4995,4625,5334,14243,12822
Levothyroxine 50 Mcg Tablet,112,0,709,0,0
Levothyroxine 75 Mcg Tablet,10577,10385,10781,16879,56178
Levothyroxine 88 Mcg Tablet,22181,22101,22250,71992,247308
Lexette 0.05% Foam,0,0,42675,0,0
Lillow-28 Tablet,10318,0,20286,24282,42789
Linzess 145 Mcg Capsule,5247,5245,5248,9224,0
Linzess 290 Mcg Capsule,210,210,210,420,900
Liothyronine Sod 5 Mcg Tab,21867,21772,21952,47330,45618
Lisinopril 10 Mg Tablet,211,0,1230,0,0
Lisinopril 20 Mg Tablet,0,0,0,0,0
Lisinopril 40 Mg Tablet,511,0,1184,297,0
Lisinopril 5 Mg Tablet,0,0,0,0,0
Lisinopril-Hydrochlorothiazide 10-12.5 Mg Tab,22768,22767,22768,63029,104857
Lisinopril-Hydrochlorothiazide 20-12.5 Mg Tab,5550,5505,5576,10178,10473
Lisinopril-Hydrochlorothiazide 20-25 Mg Tab,0,0,0,0,2425
Livalo 4 Mg Tablet,0,0,0,0,0
Lo Loestrin Fe 1-10 Tablet,10656,1153,20105,21130,48352
Loestrin 21 1-20 Tablet,167,115,232,5957,24580
Loestrin Fe 1-20 Tablet,248,0,1414,379,963
Loestrin Fe 1.5-30 Tablet,274,0,1611,723,2613
Loratadine 10 Mg Tablet,5304,5192,5420,12250,38502
Loryna 3 Mg-0.02 Mg Tablet,36856,28350,45185,73501,158898
Losartan Potassium 100 Mg Tab,1479,308,2656,3061,6764
Losartan Potassium 25 Mg Tab,0,0,0,0,0
Losartan Potassium 50 Mg Tab,3499,2210,4799,7475,14374
Losartan-Hydrochlorothiazide 100-12.5 Mg Tab,210,210,210,420,900
Losartan-Hydrochlorothiazide 100-25 Mg Tab,8242,8242,8242,31357,105303
Lovastatin 20 Mg Tablet,0,0,0,205,36738
Lovastatin 40 Mg Tablet,0,0,0,0,0
Low-Ogestrel-28 Tablet,0,0,1876,0,0
Lutera-28 Tablet,0,0,26428,752,57537
Luzu 1% Cream,5797,5510,5997,9263,4473
Lyrica 150 Mg Capsule,1780,1754,1800,27823,89772
Magnesium Oxide 250 Mg Tablet,2158,2158,2160,4942,0
Marlissa-28 Tablet,14163,4379,23968,24811,44180
Meclizine 25 Mg Tablet,26223,26221,26226,60800,114182
Medroxyprogesterone 10 Mg Tab,2469,2468,2469,6712,18605
Melodetta 24 Fe Chewable Tab,0,0,3616,0,0
Meloxicam 15 Mg Tablet,0,0,0,0,0
Memantine Hcl 5 Mg Tablet,18430,18323,18489,34534,0
Mesalamine 4 Gm/60 Ml Enema,747714,744691,751107,2375788,6467891
Mesalamine Dr 1.2 Gm Tablet,213540,213193,213788,382702,365201
Metamucil Powder,40383,39640,40739,89810,61178
"Metformin Hcl 1,000 Mg Tablet",0,0,0,0,0
Metformin Hcl 500 Mg Tablet,6704,4345,9051,23732,101327
Metformin Hcl 850 Mg Tablet,0,0,0,0,0
Metformin Hcl Er 500 Mg Tablet,9527,8057,10577,17281,24902
Methotrexate 2.5 Mg Tablet,58616,58427,58831,187297,442268
Methylprednisolone 4 Mg Dosepk,0,0,0,0,0
Metoprolol Succ Er 100 Mg Tab,0,0,0,0,0
Metoprolol Succ Er 200 Mg Tab,0,0,0,0,0
Metoprolol Succ Er 25 Mg Tab,0,0,976,0,0
Metoprolol Succ Er 50 Mg Tab,33718,33711,33726,104683,183858
Metoprolol Tartrate 100 Mg Tab,46569,46555,46569,92087,296777
Metoprolol Tartrate 25 Mg Tab,4686,3386,5988,10626,23833
Metoprolol Tartrate 50 Mg Tab,4741,4553,4904,0,0
Metronidazole 0.75% Cream,319,0,1185,658,756
Metronidazole 0.75% Lotion,0,0,0,0,0
Metronidazole 500 Mg Tablet,1678,1162,2203,3915,9486
Metronidazole Top 1% Gel Pump,26691,26677,26724,0,0
Metronidazole Topical 0.75% Gl,5161,5117,5206,32167,46781
Metronidazole Topical 1% Gel,0,0,0,0,0
Mexiletine 150 Mg Capsule,604,135,1094,1624,5100
Mibelas 24 Fe Chewable Tablet,7122,4134,10080,30134,187804
Microgestin 21 1-20 Tablet,483,0,3203,525,2302
Microgestin 21 1.5-30 Tab,314,0,1312,672,1474
Microgestin Fe 1-20 Tablet,676,0,3277,654,0
Microgestin Fe 1.5-30 Tab,1468,0,3591,3051,4463
Midodrine Hcl 10 Mg Tablet,2564,2551,2573,2298,0
Minastrin 24 Fe Chewable Tab,709,0,2007,1205,1912
Minocycline 100 Mg Capsule,1233,0,2556,2433,4443
Minocycline 50 Mg Capsule,14912,14856,14979,24569,0
Minocycline Er 115 Mg Tablet,665,626,706,0,0
Minocycline Er 55 Mg Tablet,3371,3365,3377,5875,0
Minocycline Er 65 Mg Tablet,271,271,271,0,0
Minocycline Er 90 Mg Tablet,26821,26636,27009,40735,0
Minocycline Hcl 100 Mg Tablet,905,893,922,1871,4005
Minocycline Hcl 50 Mg Tablet,15453,15446,15459,55208,82009
Minocycline Hcl 75 Mg Tablet,859,821,920,0,0
Mirtazapine 15 Mg Tablet,1749,1417,2071,5845,16730
Mirtazapine 30 Mg Tablet,2658,2646,2667,2943,0
Mirtazapine 7.5 Mg Tablet,1436,204,2747,11517,101511
Mirvaso 0.33% Gel,0,0,0,0,0
Mirvaso 0.33% Gel Pump,295,0,1926,409,1551
Modafinil 200 Mg Tablet,1274,1274,1275,3284,0
Mometasone Furoate 0.1% Cream,6326,6326,6327,22270,58423
Mometasone Furoate 0.1% Oint,0,0,0,0,0
Mometasone Furoate 50 Mcg Spry,0,0,0,198,0
Mono-Linyah 28 Tablet,0,0,80742,0,0
Mononessa 28 Tablet,12,0,2793,75,134
Montelukast Sod 10 Mg Tablet,1656,439,2855,3898,10910
Montelukast Sod 5 Mg Tab Chew,37583,37507,37638,69191,165801
Mupirocin 2% Ointment,567,0,1316,839,0
My Way 1.5 Mg Tablet,100,46,153,207,496
Mycophenolate 500 Mg Tablet,9638,9638,9638,23065,49945
Myorisan 10 Mg Capsule,6238,6209,6256,3174,65422
Myorisan 20 Mg Capsule,0,0,0,0,0
Myorisan 30 Mg Capsule,545,0,4272,1223,3071
Myorisan 40 Mg Capsule,2094,0,4819,4458,9480
Myrbetriq Er 25 Mg Tablet,0,0,0,19178,26456
Myrbetriq Er 50 Mg Tablet,6529,6529,6529,18935,18034
Myzilra-28 Tablet,25261,25167,25364,81017,192427
Naftifine Hcl 2% Cream,420,420,420,840,1800
Naftin 2% Gel,0,0,0,0,0
Naltrexone 50 Mg Tablet,0,0,0,0,0
Naproxen 500 Mg Tablet,2514,2185,2802,13418,46164
Natazia 28 Tablet,863,0,2197,1317,0
Necon 0.5-35-28 Tablet,1731,0,3975,3370,3886
Necon 7-7-7-28 Tablet,0,0,0,0,0
Nefazodone Hcl 200 Mg Tablet,0,0,0,0,0
Neo-Synalar 0.5%-0.025% Cream,0,0,0,11197,175742
Neuac Gel,0,0,0,0,0
Nicadan Tablet,10135,10121,10171,18563,72216
Nicaprin Tablet,2255,0,6143,5314,8837
Nifedipine Er 60 Mg Tablet,0,0,0,0,0
Nikki 3 Mg-0.02 Mg Tablet,4913,0,30178,10220,15518
Nitrofurantoin Mcr 50 Mg Cap,0,0,0,0,0
Nitrofurantoin Mono-Mcr 100 Mg,234,233,235,1259,5464
Nolix 0.05% Cream,1764,0,3684,2796,4326
Nolix 0.05% Lotion,3100,0,6356,4757,2631
Nora-Be Tablet,288,0,1468,374,738
Noret-Estr-Fe 0.4-0.035(21)-75,0,0,0,0,0
Noreth-Estrad-Fe 1-0.02(21)-75,39094,16193,61835,71218,111792
Noreth-Estrad-Fe 1-0.02(24)-75,184,0,4465,0,0
Norethin-Estra-Fe 0.8-0.025 Mg,727,0,2661,1441,2601
Norethind-Eth Estrad 1-0.02 Mg,0,0,7527,0,0
Norethindrone 0.35 Mg Tablet,59825,18108,102514,125837,305047
Norg-Ee 0.18-0.215-0.25/0.025,3405,0,16065,0,0
Norg-Ee 0.18-0.215-0.25/0.035,0,0,28761,0,0
Norg-Ethin Estra 0.25-0.035 Mg,665,657,675,20014,154089
Noritate 1% Cream,0,0,0,0,0
Norlyda 0.35 Mg Tablet,6545,2673,10426,0,0
Nortrel 0.5-35-28 Tablet,844,0,2350,1715,4435
Nortrel 1-35 21 Tablet,19217,19206,19219,39321,79506
Nortrel 1-35 28 Tablet,640,0,6099,293,0
Nortrel 7-7-7-28 Tablet,252,0,2034,432,184
Nortriptyline Hcl 25 Mg Cap,2210,2204,2215,0,23644
Nortriptyline Hcl 75 Mg Cap,0,0,0,0,0
Novolog 100 Units/ml Flexpen,3011,3011,3011,5126,19586
Np Thyroid 60 Mg Tablet,210,210,210,420,900
Nuedexta 20-10 Mg Capsule,420,420,420,840,1800
Nuvaring Vaginal Ring,927,0,1955,1827,4210
"Nystatin 100,000 Unit/gm Cream",0,0,0,0,0
Nystatin-Triamcinolone Cream,3968,3967,3971,0,0
Nystatin-Triamcinolone Ointm,12246,12159,12330,34275,50200
Ocella 3 Mg-0.03 Mg Tablet,1971,0,9427,2885,1065
Ogestrel Tablet,0,0,0,0,0
Olanzapine 15 Mg Tablet,0,0,0,0,0
Olanzapine 2.5 Mg Tablet,3964,3949,3975,14382,5154
Olanzapine 5 Mg Tablet,8301,8258,8349,37771,101872
Omega-3 Ethyl Esters 1 Gm Cap,0,0,0,0,0
Omeprazole Dr 20 Mg Capsule,1077,43,2076,2234,6340
Omeprazole Dr 40 Mg Capsule,429,0,1699,513,1146
Ondansetron Hcl 4 Mg Tablet,6716,6715,6716,17629,33960
Ondansetron Odt 4 Mg Tablet,0,0,0,377,0
Onexton Gel Pump,5444,0,11672,13954,38377
Oracea 40 Mg Capsule,433,0,3723,628,2564
Orsythia-28 Tablet,168,0,2386,319,2497
Ortho Micronor 0.35 Mg Tablet,0,0,0,0,0
Ortho Tri-Cyclen 28 Tablet,0,0,2084,0,0
Ortho Tri-Cyclen Lo Tablet,3481,1715,5249,21713,183179
Ortho-Cyclen 28 Tablet,4950,3823,6111,21356,125267
Ovace Plus Wash 10% Clnsng Gel,42870,42870,42870,219036,554073
Oxistat 1% Lotion,0,0,0,0,41403
Oxybutynin 5 Mg Tablet,0,0,0,0,0
Oxybutynin Cl Er 10 Mg Tablet,0,0,0,0,0
Pantoprazole Sod Dr 20 Mg Tab,4254,4248,4264,13463,15402
Pantoprazole Sod Dr 40 Mg Tab,376,0,2181,1744,7981
Paroxetine Hcl 10 Mg Tablet,3524,3465,3589,11048,40208
Paroxetine Hcl 20 Mg Tablet,0,0,0,0,0
Paroxetine Hcl 30 Mg Tablet,210,210,210,420,900
Paroxetine Hcl 40 Mg Tablet,0,0,0,0,0
Pentoxifylline Er 400 Mg Tab,420,420,420,840,1800
Perforomist 20 Mcg/2 Ml Soln,137762,137430,138151,123197,0
Permethrin 5% Cream,0,0,0,0,0
Phenazopyridine 200 Mg Tab,0,0,0,0,0
Phentermine 37.5 Mg Tablet,8320,8320,8320,19711,27839
Philith 0.4-0.035 Mg Tablet,1362,0,3413,3068,8406
Picato 0.015% Gel,508,275,734,1454,5095
Picato 0.05% Gel,1932,1903,1960,9825,51726
Pimecrolimus 1% Cream,0,0,0,0,0
Pimtrea 28 Day Tablet,0,0,4018,577,0
Pioglitazone Hcl 30 Mg Tablet,1577,1576,1577,1894,0
Pirmella 1-35-28 Tablet,0,0,0,0,65723
Plexion 9.8-4.8% Cleanser,28473,0,79262,66374,152603
Plexion 9.8-4.8% Clnsing Cloth,1523,0,4289,5520,27428
Plexion 9.8-4.8% Cream,908,0,3937,1036,0
Plexion 9.8-4.8% Lotion,0,0,2123,0,3587
Podiapn Capsule,6691,6681,6701,25792,63577
Portia-28 Tablet,540,0,11710,2875,17365
Potassium Citrate Er 15 Meq Tb,0,0,0,0,87951
Potassium Cl Er 10 Meq Tablet,16067,15711,16273,52873,0
Potassium Cl Er 20 Meq Tablet,44820,44816,44822,147316,680110
Potassium Cl Er 8 Meq Capsule,0,0,0,0,0
Pravastatin Sodium 10 Mg Tab,307,285,333,136,0
Pravastatin Sodium 40 Mg Tab,2473,2368,2608,0,0
Prazosin 1 Mg Capsule,16124,15770,16450,58803,233646
Prazosin 2 Mg Capsule,0,0,0,0,15207
Prazosin 5 Mg Capsule,0,0,0,0,0
Prednisone 1 Mg Tablet,4104,4059,4141,13852,85269
Prednisone 10 Mg Tablet,4789,4724,4847,14472,0
Prednisone 20 Mg Tablet,914,913,914,1701,0
Prednisone 5 Mg Tablet,897,897,897,0,0
Prempro 0.3 Mg-1.5 Mg Tablet,0,0,0,0,0
Prevacid Dr 30 Mg Capsule,0,0,0,0,0
Previfem Tablet,1919,1837,2006,3951,7677
Proair Hfa 90 Mcg Inhaler,0,0,0,0,24216
Probenecid 500 Mg Tablet,21136,21136,21136,81141,270798
Progesterone 100 Mg Capsule,1030,473,1605,2075,3694
Progesterone 200 Mg Capsule,384,0,1020,938,1279
Promethazine 25 Mg Tablet,0,0,0,0,0
Propranolol 10 Mg Tablet,1658,0,6110,0,0
Propranolol 20 Mg Tablet,3362,1265,5422,8585,54435
Propranolol 40 Mg Tablet,0,0,0,0,16997
Propranolol Er 160 Mg Capsule,0,0,0,0,4339
Propranolol Er 60 Mg Capsule,5993,5992,5993,14396,0
Proventil Hfa 90 Mcg Inhaler,1733,1732,1734,1911,9935
Qbrexza 2.4% Cloth,550,0,3093,0,0
Quasense 0.15-0.03 Mg Tablet,0,0,0,0,0
Quetiapine Fumarate 100 Mg Tab,0,0,0,0,0
Quetiapine Fumarate 25 Mg Tab,471,0,988,1736,11499
Quetiapine Fumarate 50 Mg Tab,12507,12344,12669,52936,325944
Quinapril 40 Mg Tablet,0,0,0,2381,23689
Qvar 80 Mcg Oral Inhaler,248,103,392,0,0
Qvar Redihaler 80 Mcg,0,0,0,0,0
Ramipril 10 Mg Capsule,420,420,420,840,1800
Ranitidine 150 Mg Tablet,0,0,0,0,0
Reclipsen 28 Day Tablet,1396,618,2156,3123,6603
Retin-A 0.05% Cream,0,0,0,0,20430
Retin-A Micro Pump 0.06% Gel,2851,0,6096,5847,12416
Retin-A Micro Pump 0.08% Gel,2145,0,6600,3996,6512
Rhofade 1% Cream,1365,0,4012,2625,5532
Rhopressa 0.02% Ophth Solution,4252,4249,4253,7635,0
Riax 5.5% Foam,3770,0,8012,9013,21970
Riax 9.5% Foam,0,0,0,0,102537
Rizatriptan 10 Mg Odt,0,0,0,0,11339
Rizatriptan 10 Mg Tablet,132,131,134,14513,47110
Ropinirole Hcl 1 Mg Tablet,0,0,0,0,0
Ropinirole Hcl 2 Mg Tablet,0,0,0,0,0
Rosuvastatin Calcium 10 Mg Tab,12713,11628,13665,28920,106425
Rosuvastatin Calcium 20 Mg Tab,387,0,1152,0,0
Rosuvastatin Calcium 40 Mg Tab,8772,8555,8885,17170,33745
Rosuvastatin Calcium 5 Mg Tab,0,0,0,0,0
Safyral Tablet,5974,5934,5999,0,0
Seasonique 0.15-0.03-0.01 Tab,2095,0,4750,9777,74817
Selenium Sulfide 2.25% Shampoo,23876,23876,23876,32810,66664
Selenium Sulfide 2.5% Lotion,0,0,0,0,0
Selrx 2.3% Shampoo,9519,0,21110,17315,31785
Sernivo 0.05% Spray,5066,0,11520,12003,38251
Sertraline Hcl 100 Mg Tablet,1549,0,3527,3136,6667
Sertraline Hcl 25 Mg Tablet,0,0,156,0,0
Sertraline Hcl 50 MG TAB,18683,13813,23653,71908,427835
Sertraline Hcl 50 Mg Tablet,2535,558,4522,4710,5352
Setlakin 0.15 Mg-0.03 Mg Tab,2942,2942,2946,24785,96494
Seysara 100 Mg Tablet,4572,3217,5903,19653,64402
Seysara 150 Mg Tablet,0,0,0,11413,0
Seysara 60 Mg Tablet,0,0,0,1411,0
Sharobel 0.35 Mg Tablet,234344,230417,238233,887172,1815292
Sildenafil 100 Mg Tablet,100,0,829,900,8393
Sildenafil 20 Mg Tablet,145384,95593,193960,295585,692581
Sildenafil 25 Mg Tablet,0,0,0,0,0
Sildenafil 50 Mg Tablet,2297,1927,2664,9181,44392
Sildenafil Tab 100mg Torr 30@,661,0,2502,2496,0
Silver Sulfadiazine 1% Cream,400,400,400,2020,10035
Simvastatin 10 Mg Tablet,9088,9050,9121,33357,40431
Simvastatin 20 Mg Tablet,3314,2011,4542,6580,15208
Simvastatin 40 Mg Tablet,0,0,0,0,0
Simvastatin 80 Mg Tablet,0,0,0,0,0
Sod Sulface-Sulf 9.8-4.8% Clsr,25719,25681,25772,17070,226820
Sod Sulface-Sulfur 9-4.5% Wash,9001,9001,9001,0,0
Sod Sulfacet-Sulfur 10-2% Clsr,165731,165678,165775,447219,928066
Sod Sulfacet-Sulfur 10-5% Clsr,0,0,0,0,0
Sod Sulfacetam 10% Clnsng Gel,0,0,0,0,0
Sod Sulfacetamide-Sulfur Susp,210,210,210,420,900
Sodium Sulfacetamide 10% Wash,31924,31809,32049,64625,131918
Sodium Sulfacetamide-Sulfur 10-2% Cream,0,0,0,0,0
Solodyn Er 105 Mg Tablet,1253,191,2324,3546,10841
Solodyn Er 55 Mg Tablet,873,701,1148,0,0
Solodyn Er 65 Mg Tablet,23145,23141,23147,126768,333015
Solodyn Er 80 Mg Tablet,613,0,3470,881,0
Soolantra 1% Cream,3080,0,8564,7028,18689
Sorilux 0.005% Foam,1402,0,11236,4005,9752
Spironolactone 100 Mg Tablet,510,0,1651,1422,4304
Spironolactone 25 Mg Tablet,1662,45,3312,2817,2181
Spironolactone 50 Mg Tablet,266,0,3834,0,0
Sprintec 28 Day Tablet,195056,64007,324911,386945,669257
Sronyx 0.10-0.02 Mg Tablet,278,0,1112,367,1475
Ssd 1% Cream,3910,3909,3911,15657,47449
Stendra 100 Mg Tablet,2711,2028,3427,16429,103983
Suboxone 8 Mg-2 Mg Sl Film,0,0,0,0,13502
Sucralfate 1 Gm Tablet,0,0,0,16322,71765
Sulfacetamide Sod 10% Top Susp,75112,75062,75160,77099,255645
Sulfacetamide-Sulfur 10-5% Crm,0,0,0,0,0
Sulfacetamide-Sulfur 8-4% Susp,3392,1032,5801,8792,21330
Sulfacleanse 8-4 Suspension,6071,6064,6096,130994,252038
Sulfamethoxazole-Tmp Ds Tablet,526,0,1301,1204,1867
Sulfamethoxazole-Tmp Ss Tablet,1671,1665,1680,5179,56850
Sumadan 9%-4.5% Wash,28833,28343,29209,26239,0
Sumatriptan Succ 100 Mg Tablet,2152,1931,2331,29776,126446
Sumatriptan Succ 50 Mg Tablet,5306,5306,5306,8375,0
Sumaxin Cleansing Pads,0,0,0,0,0
Suprax 400 Mg Capsule,0,0,0,0,0
Symbicort 160-4.5 Mcg Inhaler,3561,3560,3562,7284,7942
Synthroid 100 Mcg Tablet,3103,3100,3105,13578,25413
Synthroid 112 Mcg Tablet,2216,2212,2218,950,0
Synthroid 150 Mcg Tablet,0,0,0,0,147304
Synthroid 25 Mcg Tablet,0,0,0,0,0
Synthroid 50 Mcg Tablet,0,0,0,0,0
Synthroid 88 Mcg Tablet,0,0,0,0,11992
Taclonex 0.005%-0.064% Suspension,4199,76,8124,13496,37290
Tacrolimus 0.03% Ointment,0,0,0,0,0
Tacrolimus 0.1% Ointment,0,0,0,0,0
Tacrolimus 1 Mg Capsule,15686,15686,15686,35690,62190
Tadalafil 10 Mg Tablet,0,0,476,0,0
Tadalafil 2.5 Mg Tablet,0,0,0,0,0
Tadalafil 20 Mg Tablet,0,0,198,0,0
Tadalafil 5 Mg Tablet,0,0,0,0,0
Tadalafil 5mg,0,0,3719,0,0
Tadalafil Tab 5mg,0,0,0,0,0
Tamsulosin Hcl 0.4 Mg Capsule,234,0,1326,1079,4339
Targadox 50 Mg Tablet,9007,8222,9709,83524,211662
Taytulla 1 Mg-20 Mcg Capsule,933,0,3002,2189,10369
Tazarotene 0.1% Cream,0,0,0,0,0
Tazorac 0.05% Cream,0,0,145,0,0
Tazorac 0.05% Gel,0,0,0,0,308270
Tazorac 0.1% Cream,5267,5196,5310,23292,0
Tazorac 0.1% Gel,14976,14966,14983,30180,36593
Terbinafine Hcl 250 Mg Tablet,376,326,442,62814,277238
Testosterone Cyp 200 Mg/ml,4895,4895,4895,13601,28299
Tilia Fe 28 Tablet,170,0,1327,0,0
Timolol Maleate 0.5% Eye Drops,1065,1064,1067,2756,7339
Tivicay 50 Mg Tablet,714,707,717,1944,24494
Tizanidine Hcl 4 Mg Tablet,0,0,0,22065,0
Tolak 4% Cream,0,0,0,0,8990
Tolsura 65 Mg Capsule,3572,1635,5837,25171,0
Topicort 0.25% Spray,0,0,0,0,0
Topiramate 100 Mg Tablet,0,0,0,0,0
Topiramate 25 Mg Tablet,0,0,0,0,0
Topiramate 50 Mg Tablet,14224,14107,14313,32318,0
Toujeo Max Solostar 300 Unit/ml,153,153,153,335,3424
Tranexamic Acid 650 Mg Tablet,2318,2314,2325,21800,62914
Transderm-Scop 1.5 Mg (1 Mg/3d),0,0,0,0,644
Trazodone 100 Mg Tablet,0,0,0,0,0
Trazodone 150 Mg Tablet,0,0,0,0,442
Trazodone 50 Mg Tablet,8593,7372,9787,29730,133347
Tretinoin 0.01% Gel,5030,5001,5053,0,0
Tretinoin 0.025% Cream,1320,0,3314,2818,6888
Tretinoin 0.025% Gel,19266,19237,19322,52290,222148
Tretinoin 0.05% Cream,43,0,3070,937,3543
Tretinoin 0.05% Gel,0,0,0,0,0
Tretinoin 0.1% Cream,2313,1471,3152,14038,70464
Tretinoin Gel Micro 0.04% Pump,1359,1351,1375,0,0
Tretinoin Gel Micro 0.04% Tube,11955,11931,12003,18146,0
Tretinoin Gel Micro 0.1% Tube,13092,13063,13123,11892,0
Tri-Estarylla Tablet,1074,0,2264,2483,5005
Tri-Legest Fe-28 Day Tablet,620,0,1908,1259,2944
Tri-Linyah Tablet,1216,398,2041,2028,1629
Tri-Lo-Estarylla Tablet,0,0,0,0,0
Tri-Lo-Marzia Tablet,6212,0,18110,18363,60098
Tri-Lo-Sprintec Tablet,5529,0,16491,15292,54169
Tri-Luma Cream,6405,5433,7377,15511,38580
Tri-Previfem Tablet,0,0,0,0,0
Tri-Sprintec Tablet,35033,0,82919,64269,130297
Triamcinolone 0.025% Cream,0,0,0,0,26462
Triamcinolone 0.025% Oint,48791,48782,48803,140584,169333
Triamcinolone 0.1% Cream,2181,0,8585,8023,25524
Triamcinolone 0.1% Ointment,0,0,0,0,259177
Triamcinolone 0.147 Mg/g Spray,0,0,0,0,0
Triamcinolone 0.5% Cream,7050,7036,7060,0,0
Triamterene-Hydrochlorothiazide 37.5-25 Mg Cp,9164,9163,9165,27402,57965
Triamterene-Hydrochlorothiazide 75-50 Mg Tab,0,0,0,0,0
Trianex 0.05% Ointment,59698,59130,60017,462917,3958458
Trinessa Lo Tablet,65,0,1422,0,0
Trinessa Tablet,4231,115,8325,23453,155464
Trivora-28 Tablet,435,0,1995,540,0
Truvada 200 Mg-300 Mg Tablet,18479,0,38421,30352,39020
Ultravate 0.05% Lotion,15278,15025,15784,36180,0
Urea 20% Cream,3983,3983,3983,7054,38119
Urea 40% Cream,0,0,0,0,0
Ursodiol 300 Mg Capsule,21093,21093,21094,41752,61266
Utopic 41% Cream,8611,0,20047,16833,51172
Valacyclovir Hcl 1 Gram Tablet,5466,1210,9873,10307,18043
Valacyclovir Hcl 500 Mg Tablet,1330,314,2359,2916,7628
Valsartan 80 Mg Tablet,32345,32297,32399,93899,326398
Valsartan-Hydrochlorothiazide 160-25 Mg Tab,0,0,0,0,0
Velivet 28 Day Tablet,619,0,2440,1486,3679
Veltin 1.2 %-0.025 % Gel,71332,71224,71515,173795,453310
Veltin 1.2%-0.025% Gel,0,0,0,0,0
Venlafaxine Hcl 37.5 Mg Tablet,15820,15722,15881,47101,231896
Venlafaxine Hcl 75 Mg Tablet,0,0,0,0,14532
Venlafaxine Hcl Er 150 Mg Cap,1740,718,2741,3816,6944
Venlafaxine Hcl Er 150 Mg Tab,1809,1801,1816,3881,8733
Venlafaxine Hcl Er 37.5 Mg Cap,0,0,0,0,0
Venlafaxine Hcl Er 75 Mg Cap,1744,520,2995,3452,0
Ventolin Hfa 90 Mcg Inhaler,0,0,292,0,0
Verdeso 0.05% Foam,0,0,0,0,0
Veregen 15% Ointment,0,0,0,0,18610
Vesicare 5 Mg Tablet,0,0,0,0,0
Vestura 3 Mg-0.02 Mg Tablet,0,0,0,0,0
Viagra 100 Mg Tablet,0,0,0,0,0
Viagra 25 Mg Tablet,0,0,0,0,0
Viagra 50 Mg Tablet,373,300,445,1301,3880
Victoza 2-Pak 18 Mg/3 Ml Pen,0,0,0,0,0
Victoza 3-Pak 18 Mg/3 Ml Pen,0,0,0,1568,0
Vienva-28 Tablet,0,0,29049,0,0
Viorele 28 Day Tablet,2676,0,7076,6803,13632
"Vit D2 1.25 Mg (50,000 Unit)",56,49,64,3136,25809
Vitafol Gummies,10912,10907,10917,33520,128669
"Vitamin B-12 1,000 Mcg Tablet",0,0,17,864,2288
"Vitamin D3 2,000 Unit Softgel",4108,4107,4110,411,0
"Vitamin D3 2,000 Unit Tablet",0,0,0,0,0
"Vitamin D3 5,000 Unit Capsule",13638,13589,13698,50445,67696
"Vitamin D3 50,000 Units Caps",770,770,771,1642,827
Vytone Cream Packet,5180,1212,9303,10734,23416
Warfarin Sodium 1 Mg Tablet,4432,4431,4435,7931,18966
Warfarin Sodium 5 Mg Tablet,7033,7033,7033,46369,79002
Wera 0.5/0.035 Mg 28 Tablet,900,0,2165,2289,6142
Xalix 28% Solution,0,0,0,0,0
Xarelto 20 Mg Tablet,56345,56225,56514,181225,422514
Xerese 5%-1% Cream,0,0,0,0,0
Xiidra 5% Eye Drops,0,0,0,0,0
Ximino Er 45 Mg Capsule,3488,3477,3516,8379,47078
Ximino Er 90 Mg Capsule,0,0,0,0,0
Xolegel 2% Gel,0,0,0,0,0
Xulane Patch,1518,412,2603,2942,5909
Yasmin 28 Tablet,292,0,2619,618,1503
Yaz 28 Tablet,585,0,5666,634,0
Zarah Tablet,80,0,9866,0,1566
Ziana Gel,157962,156580,158574,420777,1346240
